title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Egg Drop From Space,https://www.youtube.com/watch?v=BYVZh5kqaFg,,Mark Rober,6.3M,15 hours ago,26/11/2022,Next year we’re doing this on Mars. Ask for the CrunchLabs Build Box for Christmas and then let’s build some cool stuff together. Get the Holiday special two FREE boxes at https://crunchlabs....
Watch: Annual Macy's Thanksgiving Day parade,https://www.youtube.com/watch?v=359IGLUlNhE,,USA TODAY,1.7M,Streamed 1 day ago,26/11/2022,"In 1924, Macy's held its first parade but instead of focusing on Thanksgiving it was called Macy's Christmas Parade. The parade was held just by store employees and the hope was the celebration..."
I’ll Never Fight Again,https://www.youtube.com/watch?v=GuMvZW0BsxM,,Logan Paul,1M,12 hours ago,26/11/2022,"Get the WWE Logan Paul Action Figure ► https://Creations.Mattel.com SUBSCRIBE FOR DAILY VLOGS! ► http://bit.ly/Subscribe2Logan Watch Previous Vlog (I Took 4,120 Polaroids In 99 Days) ►..."
Why Finland Joining NATO Checkmates Russia,https://www.youtube.com/watch?v=si9Phc9ArpU,,RealLifeLore,1M,15 hours ago,26/11/2022,Get a HUGE discount on a 2-year plan with NordVPN: https://nordvpn.com/reallifelore It's risk-free with Nord's 30 day money-back guarantee! Please Subscribe: http://bit.ly/2dB7VTO...
What Happened To Me,https://www.youtube.com/watch?v=ml9eVc6ZR5A,,LostNUnbound,598K,1 day ago,26/11/2022,Why I Left YouTube....and am I back?
Christmas With My Son!,https://www.youtube.com/watch?v=kFGWYk1khMg,,Baylen Levine,757K,1 day ago,26/11/2022,Ho ho ho Merch: https://baylenlevine.com/ Instagram: https://www.instagram.com/baylenlevine/ Twitter: https://twitter.com/baylenlevine Facebook: https://www.facebook.com/baylenlevine/ Soundcloud:...
Project: Playtime - Official Gameplay Trailer,https://www.youtube.com/watch?v=sanjqXRDSXM,,Mob Entertainment,835K,15 hours ago,26/11/2022,WISHLIST NOW : https://store.steampowered.com/app/1961460/PROJECT_PLAYTIME/ JOIN THE POPPY PLAYTIME DISCORD: https://discord.gg/bmaSzBfFrt PROJECT: PLAYTIME is a multiplayer horror game...
Scoring 1 AMAZING Goal With Every World Cup Ball (1930-2022),https://www.youtube.com/watch?v=72oQUQfe5Zw,,ChrisMD,1M,15 hours ago,26/11/2022,Join my Sorare Global Cup league here: WIW2AQ https://sorare.com/invite/pl/WIW2AQ?referrer=chrismdixon10 Subscribe to Simon: https://www.youtube.com/user/miniminter Subscribe to Ethan: https://www...
Alien: Isolation Review,https://www.youtube.com/watch?v=NyIA-SRJGco,,MandaloreGaming,336K,16 hours ago,26/11/2022,Alien Isolation is an immersive survival horror game about avoiding both a xenomorph and the Amazon Basics version of people. Support the channel at: https://www.patreon.com/mandaloregaming...
Age of Wonders 1 Review | 800x600® Edition™,https://www.youtube.com/watch?v=1UiJQ3PNEaM,,SsethTzeentach,915K,1 day ago,26/11/2022,"Go to https://expressvpn.com/sseth and find out how you can get 3 months of ExpressVPN free! Get Age of Wonders 1, 2 and 3 on GOG: https://af.gog.com/redeem/THUGHUNTER?as=1630110786 MapViewer.S..."
