title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
The First Punic War - OverSimplified (Part 2),https://www.youtube.com/watch?v=hRSGxw2AQnk,https://i.ytimg.com/vi/hRSGxw2AQnk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSif2I-sR8eUJn_MiiN_hO8vkWTw,OverSimplified,2.9M,1 day ago,04/09/2022,"Play War Thunder now with my link and get a MASSIVE, free bonus pack including vehicles, boosters and more - https://playwt.link/oversimplifiedwt War Thunder is a highly detailed vehicle combat..."
The First Punic War - OverSimplified (Part 1),https://www.youtube.com/watch?v=yRmOWcWdQAo,https://i.ytimg.com/vi/yRmOWcWdQAo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4nuNkAHvURJMX0vcsH56jtA_o5A,OverSimplified,3.9M,1 day ago,04/09/2022,Go to https://nordvpn.com/oversimplified to get an exclusive deal with a huge discount. It’s risk-free with Nord’s 30-day money-back guarantee! MERCH (Bucket Plush and new character pins...
"Speedbridging 1,000 blocks over the void",https://www.youtube.com/watch?v=vv0qwNUMC5A,https://i.ytimg.com/vi/vv0qwNUMC5A/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPhoaY0W7z6IaEfyfWlOSTsgvQkg,rekrap2,563K,17 hours ago,04/09/2022,#NPPP Where I get my music: -Epidemic Sound- https://www.epidemicsound.com/referral/hdky6e/ -Artlist- https://artlist.io/Parker-2274364 LifeSteal Discord: https://discord.gg/lifesteal...
"Finesse2Tymes ft. Moneybagg Yo ""Black Visa"" (Official Music Video)",https://www.youtube.com/watch?v=QBLp8UUqPaE,,Finesse2tymes,811K,1 day ago,04/09/2022,"In an unexpected twist on a saga that began almost 6 years ago, Finesse2Tymes and Moneybagg Yo reunite with a vengeance. Tune in ! Finesse2tymes MUSIC: https://itunes.apple.com/artist/id140411533..."
I Asked Youtubers What To Customize,https://www.youtube.com/watch?v=r_vmDYtIBGs,,ZHC,735K,16 hours ago,04/09/2022,SUBSCRIBE IN THE NEXT 10 DAYS FOR A CHANCE TO WIN SOMETHING I PAINTED THIS VIDEO! Huge shoutout to all the creators that helped! SUBSCRIBE TO THEM! Mrbeast: @MrBeast Airrack: @Airrack Jordan...
Residente - Cosquillita,https://www.youtube.com/watch?v=XubBiLgiY4o,,Residente,6.9M,2 days ago,04/09/2022,
I am back (Pokémon Meme Review),https://www.youtube.com/watch?v=G6RjczYP51Y,,MandJTV,296K,16 hours ago,04/09/2022,"Go to https://buyraycon.com/mandjtv for 15% off your order! Brought to you by Raycon. I am BACK from my upload break, so here is the first ASPITPIAY upon return! 📽️Subscribe here! http://bit.l..."
Nicki Minaj - Super Freaky Girl (Official Music Video),https://www.youtube.com/watch?v=j5uAR9w7LBg,,Nicki Minaj,4M,2 days ago,04/09/2022,"Official music video for Nicki Minaj performing “Super Freaky Girl."" Song available now: https://NickiMinaj.lnk.to/SuperFreakyGirl ►Connect with Nicki 🎀🦄 https:/www.nickiminajofficial.co..."
Finesse2tymes And MoneyBaggYo “Black Visa” Studio Session,https://www.youtube.com/watch?v=P68BueRYANo,,Finesse2tymes,253K,1 day ago,04/09/2022,
Lil Baby - Detox (Official Video),https://www.youtube.com/watch?v=UXCtt53tqBQ,,Lil Baby Official 4PF,1.6M,2 days ago,04/09/2022,Stream Detox: https://LilBaby.lnk.to/Detox Follow Lil Baby Everywhere: Instagram: https://www.instagram.com/lilbaby_1/ TikTok: https://www.tiktok.com/@lilbaby Twitter: https://twitter.com/l...
