title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Manchester City v. Manchester United | PREMIER LEAGUE HIGHLIGHTS | 10/2/2022 | NBC Sports,https://www.youtube.com/watch?v=5paBeSE3fRY,https://i.ytimg.com/vi/5paBeSE3fRY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZywoeRLKNa7J32X3Q6_Y1IA8_UQ,NBC Sports,788K,13 hours ago,03/10/2022,Hat-trick performances from Phil Foden and Erling Haaland helped guide Manchester City to a dominant 6-3 victory over rivals Manchester United at the Etihad. #NBCSports #PremierLeague #ManCity...
ManningCast Cold Open - SNL,https://www.youtube.com/watch?v=oIgCd-4oDzI,https://i.ytimg.com/vi/oIgCd-4oDzI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5siFmlkNGbH63MLiKTt4ZoNnWQg,Saturday Night Live,856K,1 day ago,03/10/2022,"Peyton and Eli Manning (Miles Teller, Andrew Dismukes) take a break from their ManningCast to break down what's happening on the premiere of Saturday Night Live. Saturday Night Live. Stream..."
Food Theory: Do NOT Eat NyQuil Chicken!,https://www.youtube.com/watch?v=xyviGKwPntA,https://i.ytimg.com/vi/xyviGKwPntA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdK2-PcPjbYmWT5M-6I0S0yXXINQ,The Food Theorists,1.1M,13 hours ago,03/10/2022,"SUBSCRIBE for Every Tasty Theory! ►► https://bit.ly/2CdCooV I can't believe I need to say this but DON'T EAT chicken cooked in NyQuil! Like Tide Pods and questionable Pink Sauce, there..."
Hurricane Ian: One for the history books,https://www.youtube.com/watch?v=3xlsR77vRQA,,CBS Sunday Morning,367K,17 hours ago,03/10/2022,"Four days after Hurricane Ian made landfall in Florida, and then again in South Carolina on Friday, there are dozens dead, millions without power, and billions in damage. Correspondent Kris..."
Race Highlights | 2022 Singapore Grand Prix,https://www.youtube.com/watch?v=35_ajbPPcm0,,FORMULA 1,4.2M,14 hours ago,03/10/2022,"Our return to the Marina Bay Street Circuit was an action-packed one! Watch all the best bits from a dramatic race, as F1 returned to the streets of Singapore for the first time since 2019...."
I recreated the WORLD in LEGO...,https://www.youtube.com/watch?v=DWuvxwMt0v8,,TD BRICKS,538K,14 hours ago,03/10/2022,I take iconic places from around the world and rebuild them in Lego... Instagram: https://www.instagram.com/td_the_creator/ TikTok: tiktok.com/@td_the_creator Email: td.brickz@gmail.com...
Low Budget Amazon Movies,https://www.youtube.com/watch?v=sL-PL1hpnM0,,Drew Gooden,1.4M,1 day ago,03/10/2022,"Sponsored by HelloFresh. For 65% off with HelloFresh plus FREE shipping, use code IMALITTLESTINKER65 at https://bit.ly/3TUa3qK 00:00 - intro 00:26 - summertime christmas 09:59 - ally & obie..."
TikToks To Never Show Your Doctor,https://www.youtube.com/watch?v=W4SNGzEdRXU,,Doctor Mike,1.1M,16 hours ago,03/10/2022,"Keep exploring at https://brilliant.org/DoctorMike. Get started for free, and hurry—the first 200 people get 20% off an annual premium subscription. TikTok not only has bad advice about..."
50 Hours in the Most Isolated House on Earth,https://www.youtube.com/watch?v=dTqVocrDoy0,,Yes Theory,518K,13 hours ago,03/10/2022,Get 60 days of free Headspace here: https://headspace-web.app.link/e/YesTheory using code YESTHEORY3. Valid until October 17th Big thank you to Jake Guzman for being the reason we went and...
"""Yellow Zone"" | Original Animation",https://www.youtube.com/watch?v=XOkpayUUvrU,,SAD-ist,327K,14 hours ago,03/10/2022,Kinda hard to call this original since it's heavily inspired from The Stanley Parable (and maybe Portal and Vector). But it deviated so much from the cannon lol so why not. I hope you enjoy...
